Resource,TechGroup,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
Wind_z05_02,Wind,5,3935,0,0,3935,0,0,0,0,0,0,0,0
Wind_z06_01,Wind,6,1181,0,0,1181,0,0,0,0,0,0,0,0
Wind_z06_02,Wind,6,688,0,2316.449114,3004.449114,0,0,0,0,0,0,0,0
Wind_z07_01,Wind,7,0,0,0,0,0,0,0,0,0,0,0,0
Wind_z08_01,Wind,8,1339,0,0,1339,0,0,0,0,0,0,0,0
Wind_z08_02,Wind,8,1920,0,0,1920,0,0,0,0,0,0,0,0
Wind_z09_01,Wind,9,1461,0,0,1461,0,0,0,0,0,0,0,0
Wind_z09_02,Wind,9,2805,0,0,2805,0,0,0,0,0,0,0,0
Wind_z10_01,Wind,10,2712,0,0,2712,0,0,0,0,0,0,0,0
Wind_z10_02,Wind,10,1221,0,0,1221,0,0,0,0,0,0,0,0
Wind_z11_01,Wind,11,0,0,0,0,0,0,0,0,0,0,0,0
Wind_z12_01,Wind,12,29,0,0,29,0,0,0,0,0,0,0,0
Wind_z13_01,Wind,13,344,0,0,344,0,0,0,0,0,0,0,0
Wind_z13_02,Wind,13,1130,0,0,1130,0,0,0,0,0,0,0,0
Wind_z14_01,Wind,14,861,0,0,861,0,0,0,0,0,0,0,0
Wind_z14_02,Wind,14,1499,0,2673.616381,4172.616381,0,0,0,0,0,0,0,0
Wind_z15_01,Wind,15,2431,0,0,2431,0,0,0,0,0,0,0,0
Wind_z15_02,Wind,15,3380,0,6791.681704,10171.6817,0,0,0,0,0,0,0,0
Wind_z16_01,Wind,16,2678,0,0,2678,0,0,0,0,0,0,0,0
Wind_z16_02,Wind,16,4645,0,7593.812524,12238.81252,0,0,0,0,0,0,0,0
Wind_z16_03,Wind,16,2687,0,0,2687,0,0,0,0,0,0,0,0
Wind_z16_04,Wind,16,326,0,0,326,0,0,0,0,0,0,0,0
Wind_z17_01,Wind,17,1288,0,0,1288,0,0,0,0,0,0,0,0
Wind_z17_02,Wind,17,668,0,0,668,0,0,0,0,0,0,0,0
Wind_z18_01,Wind,18,476,0,0,476,0,0,0,0,0,0,0,0
Wind_z18_02,Wind,18,910,0,0,910,0,0,0,0,0,0,0,0
Hyd_z02_01,Hydro,2,188,0,0,188,0,0,0,0,0,0,0,0
Hyd_z03_01,Hydro,3,261,0,0,261,0,0,0,0,0,0,0,0
Hyd_z04_01,Hydro,4,866,0,0,866,0,0,0,0,0,0,0,0
Hyd_z06_01,Hydro,6,85,0,0,85,0,0,0,0,0,0,0,0
Hyd_z07_01,Hydro,7,358,0,0,358,0,0,0,0,0,0,0,0
Hyd_z08_01,Hydro,8,137,0,0,137,0,0,0,0,0,0,0,0
Hyd_z11_01,Hydro,11,501,0,0,501,0,0,0,0,0,0,0,0
Hyd_z12_01,Hydro,12,3985,0,0,3985,0,0,0,0,0,0,0,0
Hyd_z13_01,Hydro,13,1594,0,0,1594,0,0,0,0,0,0,0,0
Hyd_z14_01,Hydro,14,274,0,0,274,0,0,0,0,0,0,0,0
Hyd_z15_01,Hydro,15,289,0,0,289,0,0,0,0,0,0,0,0
Hyd_z16_01,Hydro,16,1613,0,0,1613,0,0,0,0,0,0,0,0
Hyd_z18_01,Hydro,18,746,0,0,746,0,0,0,0,0,0,0,0
coal-new_1_z11,Coal,11,1279,0,0,1279,0,0,0,0,0,0,0,0
CoalOldUns_1_z11,Coal,11,1657,0,0,1657,0,0,0,0,0,0,0,0
gas-CC_1_z11,NGCC,11,4404,0,0,4404,0,0,0,0,0,0,0,0
gas-CT_1_z11,NGCT,11,348,0,0,348,0,0,0,0,0,0,0,0
nuclear_1_z11,Nuclear,11,1818,0,0,1818,0,0,0,0,0,0,0,0
o-g-s_1_z11,NGST,11,789,789,0,0,0,0,0,0,0,0,0,0
coal-new_1_z10,Coal,10,767,0,0,767,0,0,0,0,0,0,0,0
CoalOldScr_1_z10,Coal,10,228,0,0,228,0,0,0,0,0,0,0,0
CoalOldScr_2_z10,Coal,10,1243,0,0,1243,0,0,0,0,0,0,0,0
gas-CC_1_z10,NGCC,10,1202,0,0,1202,0,0,0,0,0,0,0,0
gas-CT_1_z10,NGCT,10,217,217,0,-2.84E-14,0,0,0,0,0,0,0,0
o-g-s_1_z10,NGST,10,569,569,0,0,0,0,0,0,0,0,0,0
coal-new_1_z09,Coal,9,1194,0,0,1194,0,0,0,0,0,0,0,0
CoalOldScr_1_z09,Coal,9,6047,0,0,6047,0,0,0,0,0,0,0,0
gas-CC_1_z09,NGCC,9,840,840,0,0,0,0,0,0,0,0,0,0
gas-CC_2_z09,NGCC,9,624,0,0,624,0,0,0,0,0,0,0,0
gas-CT_1_z09,NGCT,9,3036,0,0,3036,0,0,0,0,0,0,0,0
nuclear_1_z09,Nuclear,9,1060,1060,0,0,0,0,0,0,0,0,0,0
o-g-s_1_z09,NGST,9,134,0,0,134,0,0,0,0,0,0,0,0
coal-IGCC_1_z08,Coal,8,733,733,0,0,0,0,0,0,0,0,0,0
coal-new_1_z08,Coal,8,8227,0,0,8227,0,0,0,0,0,0,0,0
CoalOldScr_1_z08,Coal,8,6975,0,0,6975,0,0,0,0,0,0,0,0
gas-CC_1_z08,NGCC,8,4076,0,0,4076,0,0,0,0,0,0,0,0
gas-CC_2_z08,NGCC,8,513,513,0,0,0,0,0,0,0,0,0,0
gas-CC_3_z08,NGCC,8,177,0,0,177,0,0,0,0,0,0,0,0
gas-CT_1_z08,NGCT,8,3347,2274.915344,0,1072.084656,0,0,0,0,0,0,0,0
o-g-s_1_z08,NGST,8,98,98,0,0,0,0,0,0,0,0,0,0
coal-new_1_z07,Coal,7,1004,0,0,1004,0,0,0,0,0,0,0,0
CoalOldScr_1_z07,Coal,7,2045,0,0,2045,0,0,0,0,0,0,0,0
gas-CC_1_z07,NGCC,7,3822,3822,0,0,0,0,0,0,0,0,0,0
gas-CC_2_z07,NGCC,7,6588,0,0,6588,0,0,0,0,0,0,0,0
gas-CC_4_z07,NGCC,7,2802,2802,0,0,0,0,0,0,0,0,0,0
gas-CT_1_z07,NGCT,7,6720,5443.085054,0,1276.914946,0,0,0,0,0,0,0,0
nuclear_1_z07,Nuclear,7,3534,3534,0,0,0,0,0,0,0,0,0,0
o-g-s_1_z07,NGST,7,934,934,0,0,0,0,0,0,0,0,0,0
o-g-s_2_z07,NGST,7,4270,4270,0,0,0,0,0,0,0,0,0,0
biopower_1_z06,Biomass,6,167,0,0,167,0,0,0,0,0,0,0,0
coal-new_1_z06,Coal,6,2358,0,0,2358,0,0,0,0,0,0,0,0
CoalOldScr_1_z06,Coal,6,3554,0,0,3554,0,0,0,0,0,0,0,0
gas-CC_1_z06,NGCC,6,3520,0,0,3520,0,0,0,0,0,0,0,0
gas-CC_2_z18,NGCC,18,1056,0,0,1056,0,0,0,0,0,0,0,0
gas-CT_1_z06,NGCT,6,5361,3770.821682,0,1590.178318,0,0,0,0,0,0,0,0
nuclear_1_z06,Nuclear,6,1141,0,0,1141,0,0,0,0,0,0,0,0
o-g-s_1_z06,NGST,6,511,511,0,0,0,0,0,0,0,0,0,0
coal-new_1_z05,Coal,5,1517,0,0,1517,0,0,0,0,0,0,0,0
CoalOldScr_1_z05,Coal,5,1154,0,0,1154,0,0,0,0,0,0,0,0
gas-CC_1_z05,NGCC,5,503,0,0,503,0,0,0,0,0,0,0,0
gas-CT_1_z05,NGCT,5,220,0,0,220,0,0,0,0,0,0,0,0
o-g-s_1_z05,NGST,5,179,0,0,179,0,0,0,0,0,0,0,0
biopower_1_z04,Biomass,4,134,0,0,134,0,0,0,0,0,0,0,0
coal-new_1_z04,Coal,4,1581,0,0,1581,0,0,0,0,0,0,0,0
CoalOldScr_1_z04,Coal,4,3719,0,0,3719,0,0,0,0,0,0,0,0
CoalOldScr_2_z04,Coal,4,1393,0,0,1393,0,0,0,0,0,0,0,0
gas-CC_1_z04,NGCC,4,2316,54.64450352,0,2261.355496,0,0,0,0,0,0,0,0
gas-CT_1_z04,NGCT,4,2804,547.8725988,0,2256.127401,0,0,0,0,0,0,0,0
gas-CT_2_z04,NGCT,4,427,0,0,427,0,0,0,0,0,0,0,0
nuclear_1_z04,Nuclear,4,1657,1657,0,0,0,0,0,0,0,0,0,0
o-g-s_1_z04,NGST,4,354,354,0,0,0,0,0,0,0,0,0,0
coal-new_1_z03,Coal,3,970,970,0,0,0,0,0,0,0,0,0,0
CoalOldUns_1_z03,Coal,3,4710,0,0,4710,0,0,0,0,0,0,0,0
CoalOldUns_2_z03,Coal,3,594,0,0,594,0,0,0,0,0,0,0,0
gas-CT_1_z03,NGCT,3,1024,343.642562,0,680.357438,0,0,0,0,0,0,0,0
nuclear_1_z03,Nuclear,3,1190,1190,0,0,0,0,0,0,0,0,0,0
o-g-s_1_z03,NGST,3,94,94,0,0,0,0,0,0,0,0,0,0
coal-new_1_z02,Coal,2,2122,0,0,2122,0,0,0,0,0,0,0,0
CoalOldScr_1_z02,Coal,2,2940,0,0,2940,0,0,0,0,0,0,0,0
gas-CC_1_z02,NGCT,2,3011,0,0,3011,0,0,0,0,0,0,0,0
gas-CC_2_z02,NGCC,2,127,127,0,0,0,0,0,0,0,0,0,0
gas-CC_3_z02,NGCC,2,261,0,0,261,0,0,0,0,0,0,0,0
gas-CT_1_z02,NGCT,2,2934,2672.915068,0,261.0849319,0,0,0,0,0,0,0,0
nuclear_1_z02,Nuclear,2,599,0,0,599,0,0,0,0,0,0,0,0
o-g-s_2_z02,NGST,2,374,374,0,0,0,0,0,0,0,0,0,0
CoalOldUns_1_z17,Coal,17,689,0,0,689,0,0,0,0,0,0,0,0
gas-CC_1_z17,NGCC,17,1726,0,0,1726,0,0,0,0,0,0,0,0
gas-CC_2_z17,NGCC,17,194,194,0,0,0,0,0,0,0,0,0,0
gas-CT_1_z17,NGCT,17,7035,0,0,7035,0,0,0,0,0,0,0,0
nuclear_1_z17,Nuclear,17,10517,0,0,10517,0,0,0,0,0,0,0,0
o-g-s_1_z17,NGST,17,53,53,0,0,0,0,0,0,0,0,0,0
coal-new_1_z18,Coal,18,11720,0,0,11720,0,0,0,0,0,0,0,0
CoalOldScr_1_z18,Coal,18,750,750,0,0,0,0,0,0,0,0,0,0
CoalOldScr_2_z18,Coal,18,4003,2185.978355,0,1817.021645,0,0,0,0,0,0,0,0
gas-CC_1_z18,NGCC,18,6830,0,0,6830,0,0,0,0,0,0,0,0
gas-CT_1_z18,NGCT,18,5995,0,0,5995,0,0,0,0,0,0,0,0
nuclear_1_z18,Nuclear,18,2177,0,0,2177,0,0,0,0,0,0,0,0
o-g-s_1_z18,NGST,18,692,692,0,0,0,0,0,0,0,0,0,0
coal-new_1_z12,Coal,12,6185,0,0,6185,0,0,0,0,0,0,0,0
CoalOldUns_1_z12,Coal,12,2816,0,0,2816,0,0,0,0,0,0,0,0
gas-CC_1_z12,NGCC,12,7783,0,0,7783,0,0,0,0,0,0,0,0
gas-CT_1_z12,NGCT,12,4011,0,0,4011,0,0,0,0,0,0,0,0
nuclear_1_z12,Nuclear,12,8297,0,0,8297,0,0,0,0,0,0,0,0
o-g-s_1_z12,NGST,12,2204,1517.678652,0,686.3213483,0,0,0,0,0,0,0,0
o-g-s_2_z12,NGST,12,250,250,0,0,0,0,0,0,0,0,0,0
CoalOldUns_1_z01,Coal,1,2417,0,0,2417,0,0,0,0,0,0,0,0
gas-CC_1_z01,NGCC,1,1267,0,0,1267,0,0,0,0,0,0,0,0
gas-CT_1_z01,NGCT,1,1233,0,0,1233,0,0,0,0,0,0,0,0
coal-new_1_z15,Coal,15,3189,0,0,3189,0,0,0,0,0,0,0,0
CoalOldScr_1_z15,Coal,15,1923,0,0,1923,0,0,0,0,0,0,0,0
gas-CC_1_z15,NGCC,15,761,0,0,761,0,0,0,0,0,0,0,0
gas-CT_1_z15,NGCT,15,2995,0,0,2995,0,0,0,0,0,0,0,0
nuclear_1_z15,Nuclear,15,1225,1225,0,0,0,0,0,0,0,0,0,0
o-g-s_1_z15,NGST,15,565,565,0,0,0,0,0,0,0,0,0,0
coal-new_1_z14,Coal,14,232,0,0,232,0,0,0,0,0,0,0,0
CoalOldUns_1_z14,Coal,14,1741,0,0,1741,0,0,0,0,0,0,0,0
CoalOldUns_2_z14,Coal,14,200,0,0,200,0,0,0,0,0,0,0,0
gas-CC_1_z14,NGCC,14,343,0,0,343,0,0,0,0,0,0,0,0
gas-CT_1_z14,NGCT,14,902,426.075592,0,475.924408,0,0,0,0,0,0,0,0
nuclear_1_z14,Nuclear,14,770,770,0,0,0,0,0,0,0,0,0,0
o-g-s_1_z14,NGST,14,45,0,0,45,0,0,0,0,0,0,0,0
coal-new_1_z13,Coal,13,474,0,0,474,0,0,0,0,0,0,0,0
gas-CC_1_z13,NGCC,13,290,0,0,290,0,0,0,0,0,0,0,0
gas-CT_1_z13,NGCT,13,402,0,0,402,0,0,0,0,0,0,0,0
o-g-s_1_z13,NGST,13,11,0,0,11,0,0,0,0,0,0,0,0
CoalOldScr_1_z16,Coal,16,6105,0,0,6105,0,0,0,0,0,0,0,0
gas-CC_1_z16,NGCC,16,7159,0,0,7159,0,0,0,0,0,0,0,0
gas-CC_2_z16,NGCC,16,223,0,0,223,0,0,0,0,0,0,0,0
gas-CC_3_z16,NGCC,16,402,402,0,0,0,0,0,0,0,0,0,0
gas-CC_4_z16,NGCC,16,878,0,0,878,0,0,0,0,0,0,0,0
gas-CT_1_z16,NGCT,16,2127,0,0,2127,0,0,0,0,0,0,0,0
o-g-s_1_z16,NGST,16,6042,3352.923724,0,2689.076276,0,0,0,0,0,0,0,0
pumped-hydro_z06,PHS,6,2134,0,0,2134,0,0,0,0,0,0,0,0
pumped-hydro_z03,PHS,3,471,0,0,471,0,0,0,0,0,0,0,0
pumped-hydro_z16,PHS,16,258,0,0,258,0,0,0,0,0,0,0,0
pumped-hydro_z18,PHS,18,238,0,0,238,0,0,0,0,0,0,0,0
pumped-hydro_z15,PHS,15,186,0,0,186,0,0,0,0,0,0,0,0
pumped-hydro_z12,PHS,12,1616,0,0,1616,0,0,0,0,0,0,0,0
battery_z01,Li-ion,1,0,0,0,0,0,0,0,0,0,0,0,0
battery_z02,Li-ion,2,0,0,0,0,0,0,0,0,0,0,0,0
battery_z03,Li-ion,3,0,0,0,0,0,0,0,0,0,0,0,0
battery_z04,Li-ion,4,0,0,0,0,0,0,0,0,0,0,0,0
battery_z05,Li-ion,5,0,0,0,0,0,0,0,0,0,0,0,0
battery_z06,Li-ion,6,0,0,0,0,0,0,0,0,0,0,0,0
battery_z07,Li-ion,7,1,1,0,0,0,0,0,0,0,0,0,0
battery_z08,Li-ion,8,21,21,0,0,0,0,0,0,0,0,0,0
battery_z09,Li-ion,9,0,0,0,0,0,0,0,0,0,0,0,0
battery_z10,Li-ion,10,0,0,0,0,0,0,0,0,0,0,0,0
battery_z11,Li-ion,11,0,0,0,0,0,0,0,0,0,0,0,0
battery_z12,Li-ion,12,1,1,0,0,0,0,0,0,0,0,0,0
battery_z13,Li-ion,13,0,0,0,0,0,0,0,0,0,0,0,0
battery_z14,Li-ion,14,0,0,0,0,0,0,0,0,0,0,0,0
battery_z15,Li-ion,15,1,1,0,0,0,0,0,0,0,0,0,0
battery_z16,Li-ion,16,0,0,0,0,0,0,0,0,0,0,0,0
battery_z17,Li-ion,17,91,91,0,0,0,0,0,0,0,0,0,0
battery_z18,Li-ion,18,28,28,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z01,NGCC,1,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z02,NGCC,2,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z03,NGCC,3,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z04,NGCC,4,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z05,NGCC,5,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z06,NGCC,6,0,0,5330.752844,5330.752844,0,0,0,0,0,0,0,0
gas-CC_0_z07,NGCC,7,0,0,13090.27304,13090.27304,0,0,0,0,0,0,0,0
gas-CC_0_z08,NGCC,8,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z09,NGCC,9,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z10,NGCC,10,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z11,NGCC,11,0,0,2024.891877,2024.891877,0,0,0,0,0,0,0,0
gas-CC_0_z12,NGCC,12,0,0,1130.289478,1130.289478,0,0,0,0,0,0,0,0
gas-CC_0_z13,NGCC,13,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z14,NGCC,14,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z15,NGCC,15,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z16,NGCC,16,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z17,NGCC,17,0,0,0,0,0,0,0,0,0,0,0,0
gas-CC_0_z18,NGCC,18,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z01,NGCT,1,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z02,NGCT,2,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z03,NGCT,3,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z04,NGCT,4,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z05,NGCT,5,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z06,NGCT,6,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z07,NGCT,7,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z08,NGCT,8,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z09,NGCT,9,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z10,NGCT,10,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z11,NGCT,11,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z12,NGCT,12,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z13,NGCT,13,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z14,NGCT,14,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z15,NGCT,15,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z16,NGCT,16,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z17,NGCT,17,0,0,0,0,0,0,0,0,0,0,0,0
gas-CT_0_z18,NGCT,18,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z1,Retro_NGCC_CCS,1,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z2,Retro_NGCC_CCS,2,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z4,Retro_NGCC_CCS,4,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z5,Retro_NGCC_CCS,5,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z6,Retro_NGCC_CCS,6,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z7,Retro_NGCC_CCS,7,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z8,Retro_NGCC_CCS,8,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z9,Retro_NGCC_CCS,9,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z10,Retro_NGCC_CCS,10,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z11,Retro_NGCC_CCS,11,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z12,Retro_NGCC_CCS,12,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z13,Retro_NGCC_CCS,13,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z14,Retro_NGCC_CCS,14,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z15,Retro_NGCC_CCS,15,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z16,Retro_NGCC_CCS,16,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z17,Retro_NGCC_CCS,17,0,0,0,0,0,0,0,0,0,0,0,0
Retro_NGCC_CCS_z18,Retro_NGCC_CCS,18,0,0,0,0,0,0,0,0,0,0,0,0
Total,,n/a,336976,53092.55313,156306.2364,440189.6833,0,0,0,0,0,0,0,0
