Time_Index,ng,coal,biomass,nuclear,None
693,3.6,1.95,1.02,0.66,0
694,3.6,1.95,1.02,0.66,0
695,3.6,1.95,1.02,0.66,0
696,3.6,1.95,1.02,0.66,0
697,3.6,1.95,1.02,0.66,0
698,3.6,1.95,1.02,0.66,0
699,3.6,1.95,1.02,0.66,0
700,3.6,1.95,1.02,0.66,0
701,3.6,1.95,1.02,0.66,0
702,3.6,1.95,1.02,0.66,0
703,3.6,1.95,1.02,0.66,0
704,3.6,1.95,1.02,0.66,0
705,3.6,1.95,1.02,0.66,0
706,3.6,1.95,1.02,0.66,0
707,3.6,1.95,1.02,0.66,0
708,3.6,1.95,1.02,0.66,0
709,3.6,1.95,1.02,0.66,0
710,3.6,1.95,1.02,0.66,0
711,3.6,1.95,1.02,0.66,0
712,3.6,1.95,1.02,0.66,0
713,3.6,1.95,1.02,0.66,0
714,3.6,1.95,1.02,0.66,0
715,3.6,1.95,1.02,0.66,0
716,3.6,1.95,1.02,0.66,0
717,3.6,1.95,1.02,0.66,0
718,3.6,1.95,1.02,0.66,0
719,3.6,1.95,1.02,0.66,0
720,3.6,1.95,1.02,0.66,0
721,3.6,1.95,1.02,0.66,0
722,3.6,1.95,1.02,0.66,0
723,3.6,1.95,1.02,0.66,0
724,3.6,1.95,1.02,0.66,0
725,3.6,1.95,1.02,0.66,0
726,3.6,1.95,1.02,0.66,0
727,3.6,1.95,1.02,0.66,0
728,3.6,1.95,1.02,0.66,0
729,3.6,1.95,1.02,0.66,0
730,3.6,1.95,1.02,0.66,0
731,3.6,1.95,1.02,0.66,0
732,3.6,1.95,1.02,0.66,0
733,3.6,1.95,1.02,0.66,0
734,3.6,1.95,1.02,0.66,0
735,3.6,1.95,1.02,0.66,0
736,3.6,1.95,1.02,0.66,0
737,3.6,1.95,1.02,0.66,0
738,3.6,1.95,1.02,0.66,0
739,3.6,1.95,1.02,0.66,0
740,3.6,1.95,1.02,0.66,0
741,3.6,1.95,1.02,0.66,0
742,3.6,1.95,1.02,0.66,0
743,3.6,1.95,1.02,0.66,0
744,3.6,1.95,1.02,0.66,0
745,3.6,1.95,1.02,0.66,0
746,3.6,1.95,1.02,0.66,0
747,3.6,1.95,1.02,0.66,0
748,3.6,1.95,1.02,0.66,0
749,3.6,1.95,1.02,0.66,0
750,3.6,1.95,1.02,0.66,0
751,3.6,1.95,1.02,0.66,0
752,3.6,1.95,1.02,0.66,0
753,3.6,1.95,1.02,0.66,0
754,3.6,1.95,1.02,0.66,0
755,3.6,1.95,1.02,0.66,0
756,3.6,1.95,1.02,0.66,0
757,3.6,1.95,1.02,0.66,0
758,3.6,1.95,1.02,0.66,0
759,3.6,1.95,1.02,0.66,0
760,3.6,1.95,1.02,0.66,0
761,3.6,1.95,1.02,0.66,0
762,3.6,1.95,1.02,0.66,0
763,3.6,1.95,1.02,0.66,0
764,3.6,1.95,1.02,0.66,0
765,3.6,1.95,1.02,0.66,0
766,3.6,1.95,1.02,0.66,0
767,3.6,1.95,1.02,0.66,0
768,3.6,1.95,1.02,0.66,0
769,3.6,1.95,1.02,0.66,0
770,3.6,1.95,1.02,0.66,0
771,3.6,1.95,1.02,0.66,0
772,3.6,1.95,1.02,0.66,0
773,3.6,1.95,1.02,0.66,0
774,3.6,1.95,1.02,0.66,0
775,3.6,1.95,1.02,0.66,0
776,3.6,1.95,1.02,0.66,0
777,3.6,1.95,1.02,0.66,0
778,3.6,1.95,1.02,0.66,0
779,3.6,1.95,1.02,0.66,0
780,3.6,1.95,1.02,0.66,0
781,3.6,1.95,1.02,0.66,0
782,3.6,1.95,1.02,0.66,0
783,3.6,1.95,1.02,0.66,0
784,3.6,1.95,1.02,0.66,0
785,3.6,1.95,1.02,0.66,0
786,3.6,1.95,1.02,0.66,0
787,3.6,1.95,1.02,0.66,0
788,3.6,1.95,1.02,0.66,0
789,3.6,1.95,1.02,0.66,0
790,3.6,1.95,1.02,0.66,0
791,3.6,1.95,1.02,0.66,0
792,3.6,1.95,1.02,0.66,0
793,3.6,1.95,1.02,0.66,0
794,3.6,1.95,1.02,0.66,0
795,3.6,1.95,1.02,0.66,0
796,3.6,1.95,1.02,0.66,0
797,3.6,1.95,1.02,0.66,0
798,3.6,1.95,1.02,0.66,0
799,3.6,1.95,1.02,0.66,0
800,3.6,1.95,1.02,0.66,0
801,3.6,1.95,1.02,0.66,0
802,3.6,1.95,1.02,0.66,0
803,3.6,1.95,1.02,0.66,0
804,3.6,1.95,1.02,0.66,0
805,3.6,1.95,1.02,0.66,0
806,3.6,1.95,1.02,0.66,0
807,3.6,1.95,1.02,0.66,0
808,3.6,1.95,1.02,0.66,0
809,3.6,1.95,1.02,0.66,0
810,3.6,1.95,1.02,0.66,0
811,3.6,1.95,1.02,0.66,0
812,3.6,1.95,1.02,0.66,0
813,3.6,1.95,1.02,0.66,0
814,3.6,1.95,1.02,0.66,0
815,3.6,1.95,1.02,0.66,0
816,3.6,1.95,1.02,0.66,0
817,3.6,1.95,1.02,0.66,0
818,3.6,1.95,1.02,0.66,0
819,3.6,1.95,1.02,0.66,0
820,3.6,1.95,1.02,0.66,0
821,3.6,1.95,1.02,0.66,0
822,3.6,1.95,1.02,0.66,0
823,3.6,1.95,1.02,0.66,0
824,3.6,1.95,1.02,0.66,0
825,3.6,1.95,1.02,0.66,0
826,3.6,1.95,1.02,0.66,0
827,3.6,1.95,1.02,0.66,0
828,3.6,1.95,1.02,0.66,0
829,3.6,1.95,1.02,0.66,0
830,3.6,1.95,1.02,0.66,0
831,3.6,1.95,1.02,0.66,0
832,3.6,1.95,1.02,0.66,0
833,3.6,1.95,1.02,0.66,0
834,3.6,1.95,1.02,0.66,0
835,3.6,1.95,1.02,0.66,0
836,3.6,1.95,1.02,0.66,0
837,3.6,1.95,1.02,0.66,0
838,3.6,1.95,1.02,0.66,0
839,3.6,1.95,1.02,0.66,0
840,3.6,1.95,1.02,0.66,0
841,3.6,1.95,1.02,0.66,0
842,3.6,1.95,1.02,0.66,0
843,3.6,1.95,1.02,0.66,0
844,3.6,1.95,1.02,0.66,0
845,3.6,1.95,1.02,0.66,0
846,3.6,1.95,1.02,0.66,0
847,3.6,1.95,1.02,0.66,0
848,3.6,1.95,1.02,0.66,0
849,3.6,1.95,1.02,0.66,0
850,3.6,1.95,1.02,0.66,0
851,3.6,1.95,1.02,0.66,0
852,3.6,1.95,1.02,0.66,0
853,3.6,1.95,1.02,0.66,0
854,3.6,1.95,1.02,0.66,0
855,3.6,1.95,1.02,0.66,0
856,3.6,1.95,1.02,0.66,0
857,3.6,1.95,1.02,0.66,0
858,3.6,1.95,1.02,0.66,0
859,3.6,1.95,1.02,0.66,0
860,3.6,1.95,1.02,0.66,0
861,3.6,1.95,1.02,0.66,0
862,3.6,1.95,1.02,0.66,0
863,3.6,1.95,1.02,0.66,0
864,3.6,1.95,1.02,0.66,0
865,3.6,1.95,1.02,0.66,0
866,3.6,1.95,1.02,0.66,0
867,3.6,1.95,1.02,0.66,0
868,3.6,1.95,1.02,0.66,0
869,3.6,1.95,1.02,0.66,0
870,3.6,1.95,1.02,0.66,0
871,3.6,1.95,1.02,0.66,0
872,3.6,1.95,1.02,0.66,0
873,3.6,1.95,1.02,0.66,0
874,3.6,1.95,1.02,0.66,0
875,3.6,1.95,1.02,0.66,0
876,3.6,1.95,1.02,0.66,0
877,3.6,1.95,1.02,0.66,0
878,3.6,1.95,1.02,0.66,0
879,3.6,1.95,1.02,0.66,0
880,3.6,1.95,1.02,0.66,0
881,3.6,1.95,1.02,0.66,0
882,3.6,1.95,1.02,0.66,0
883,3.6,1.95,1.02,0.66,0
884,3.6,1.95,1.02,0.66,0
885,3.6,1.95,1.02,0.66,0
886,3.6,1.95,1.02,0.66,0
887,3.6,1.95,1.02,0.66,0
888,3.6,1.95,1.02,0.66,0
889,3.6,1.95,1.02,0.66,0
890,3.6,1.95,1.02,0.66,0
891,3.6,1.95,1.02,0.66,0
892,3.6,1.95,1.02,0.66,0
893,3.6,1.95,1.02,0.66,0
894,3.6,1.95,1.02,0.66,0
895,3.6,1.95,1.02,0.66,0
896,3.6,1.95,1.02,0.66,0
897,3.6,1.95,1.02,0.66,0
898,3.6,1.95,1.02,0.66,0
899,3.6,1.95,1.02,0.66,0
900,3.6,1.95,1.02,0.66,0
901,3.6,1.95,1.02,0.66,0
902,3.6,1.95,1.02,0.66,0
903,3.6,1.95,1.02,0.66,0
904,3.6,1.95,1.02,0.66,0
905,3.6,1.95,1.02,0.66,0
906,3.6,1.95,1.02,0.66,0
907,3.6,1.95,1.02,0.66,0
908,3.6,1.95,1.02,0.66,0
909,3.6,1.95,1.02,0.66,0
910,3.6,1.95,1.02,0.66,0
911,3.6,1.95,1.02,0.66,0
912,3.6,1.95,1.02,0.66,0
913,3.6,1.95,1.02,0.66,0
914,3.6,1.95,1.02,0.66,0
915,3.6,1.95,1.02,0.66,0
916,3.6,1.95,1.02,0.66,0
917,3.6,1.95,1.02,0.66,0
918,3.6,1.95,1.02,0.66,0
919,3.6,1.95,1.02,0.66,0
920,3.6,1.95,1.02,0.66,0
921,3.6,1.95,1.02,0.66,0
922,3.6,1.95,1.02,0.66,0
923,3.6,1.95,1.02,0.66,0
924,3.6,1.95,1.02,0.66,0
925,3.6,1.95,1.02,0.66,0
926,3.6,1.95,1.02,0.66,0
927,3.6,1.95,1.02,0.66,0
928,3.6,1.95,1.02,0.66,0
929,3.6,1.95,1.02,0.66,0
930,3.6,1.95,1.02,0.66,0
931,3.6,1.95,1.02,0.66,0
932,3.6,1.95,1.02,0.66,0
933,3.6,1.95,1.02,0.66,0
934,3.6,1.95,1.02,0.66,0
935,3.6,1.95,1.02,0.66,0
936,3.6,1.95,1.02,0.66,0
937,3.6,1.95,1.02,0.66,0
938,3.6,1.95,1.02,0.66,0
939,3.6,1.95,1.02,0.66,0
940,3.6,1.95,1.02,0.66,0
941,3.6,1.95,1.02,0.66,0
942,3.6,1.95,1.02,0.66,0
943,3.6,1.95,1.02,0.66,0
944,3.6,1.95,1.02,0.66,0
945,3.6,1.95,1.02,0.66,0
946,3.6,1.95,1.02,0.66,0
947,3.6,1.95,1.02,0.66,0
948,3.6,1.95,1.02,0.66,0
949,3.6,1.95,1.02,0.66,0
950,3.6,1.95,1.02,0.66,0
951,3.6,1.95,1.02,0.66,0
952,3.6,1.95,1.02,0.66,0
953,3.6,1.95,1.02,0.66,0
954,3.6,1.95,1.02,0.66,0
955,3.6,1.95,1.02,0.66,0
956,3.6,1.95,1.02,0.66,0
957,3.6,1.95,1.02,0.66,0
958,3.6,1.95,1.02,0.66,0
959,3.6,1.95,1.02,0.66,0
960,3.6,1.95,1.02,0.66,0
961,3.6,1.95,1.02,0.66,0
962,3.6,1.95,1.02,0.66,0
963,3.6,1.95,1.02,0.66,0
964,3.6,1.95,1.02,0.66,0
965,3.6,1.95,1.02,0.66,0
966,3.6,1.95,1.02,0.66,0
967,3.6,1.95,1.02,0.66,0
968,3.6,1.95,1.02,0.66,0
969,3.6,1.95,1.02,0.66,0
970,3.6,1.95,1.02,0.66,0
971,3.6,1.95,1.02,0.66,0
972,3.6,1.95,1.02,0.66,0
973,3.6,1.95,1.02,0.66,0
974,3.6,1.95,1.02,0.66,0
975,3.6,1.95,1.02,0.66,0
976,3.6,1.95,1.02,0.66,0
977,3.6,1.95,1.02,0.66,0
978,3.6,1.95,1.02,0.66,0
979,3.6,1.95,1.02,0.66,0
980,3.6,1.95,1.02,0.66,0
981,3.6,1.95,1.02,0.66,0
982,3.6,1.95,1.02,0.66,0
983,3.6,1.95,1.02,0.66,0
984,3.6,1.95,1.02,0.66,0
985,3.6,1.95,1.02,0.66,0
986,3.6,1.95,1.02,0.66,0
987,3.6,1.95,1.02,0.66,0
988,3.6,1.95,1.02,0.66,0
989,3.6,1.95,1.02,0.66,0
990,3.6,1.95,1.02,0.66,0
991,3.6,1.95,1.02,0.66,0
992,3.6,1.95,1.02,0.66,0
993,3.6,1.95,1.02,0.66,0
994,3.6,1.95,1.02,0.66,0
995,3.6,1.95,1.02,0.66,0
996,3.6,1.95,1.02,0.66,0
997,3.6,1.95,1.02,0.66,0
998,3.6,1.95,1.02,0.66,0
999,3.6,1.95,1.02,0.66,0
1000,3.6,1.95,1.02,0.66,0
1001,3.6,1.95,1.02,0.66,0
1002,3.6,1.95,1.02,0.66,0
1003,3.6,1.95,1.02,0.66,0
1004,3.6,1.95,1.02,0.66,0
1005,3.6,1.95,1.02,0.66,0
1006,3.6,1.95,1.02,0.66,0
1007,3.6,1.95,1.02,0.66,0
1008,3.6,1.95,1.02,0.66,0
1009,3.6,1.95,1.02,0.66,0
1010,3.6,1.95,1.02,0.66,0
1011,3.6,1.95,1.02,0.66,0
1012,3.6,1.95,1.02,0.66,0
1013,3.6,1.95,1.02,0.66,0
1014,3.6,1.95,1.02,0.66,0
1015,3.6,1.95,1.02,0.66,0
1016,3.6,1.95,1.02,0.66,0
1017,3.6,1.95,1.02,0.66,0
1018,3.6,1.95,1.02,0.66,0
1019,3.6,1.95,1.02,0.66,0
1020,3.6,1.95,1.02,0.66,0
1021,3.6,1.95,1.02,0.66,0
1022,3.6,1.95,1.02,0.66,0
1023,3.6,1.95,1.02,0.66,0
1024,3.6,1.95,1.02,0.66,0
1025,3.6,1.95,1.02,0.66,0
1026,3.6,1.95,1.02,0.66,0
1027,3.6,1.95,1.02,0.66,0
1028,3.6,1.95,1.02,0.66,0
1029,3.6,1.95,1.02,0.66,0
1030,3.6,1.95,1.02,0.66,0
1031,3.6,1.95,1.02,0.66,0
1032,3.6,1.95,1.02,0.66,0
1033,3.6,1.95,1.02,0.66,0
1034,3.6,1.95,1.02,0.66,0
1035,3.6,1.95,1.02,0.66,0
1036,3.6,1.95,1.02,0.66,0
1037,3.6,1.95,1.02,0.66,0
1038,3.6,1.95,1.02,0.66,0
1039,3.6,1.95,1.02,0.66,0
1040,3.6,1.95,1.02,0.66,0
1041,3.6,1.95,1.02,0.66,0
1042,3.6,1.95,1.02,0.66,0
1043,3.6,1.95,1.02,0.66,0
1044,3.6,1.95,1.02,0.66,0
1045,3.6,1.95,1.02,0.66,0
1046,3.6,1.95,1.02,0.66,0
1047,3.6,1.95,1.02,0.66,0
1048,3.6,1.95,1.02,0.66,0
1049,3.6,1.95,1.02,0.66,0
1050,3.6,1.95,1.02,0.66,0
1051,3.6,1.95,1.02,0.66,0
1052,3.6,1.95,1.02,0.66,0
1053,3.6,1.95,1.02,0.66,0
1054,3.6,1.95,1.02,0.66,0
1055,3.6,1.95,1.02,0.66,0
1056,3.6,1.95,1.02,0.66,0
1057,3.6,1.95,1.02,0.66,0
1058,3.6,1.95,1.02,0.66,0
1059,3.6,1.95,1.02,0.66,0
1060,3.6,1.95,1.02,0.66,0
1061,3.6,1.95,1.02,0.66,0
1062,3.6,1.95,1.02,0.66,0
1063,3.6,1.95,1.02,0.66,0
1064,3.6,1.95,1.02,0.66,0
1065,3.6,1.95,1.02,0.66,0
1066,3.6,1.95,1.02,0.66,0
1067,3.6,1.95,1.02,0.66,0
1068,3.6,1.95,1.02,0.66,0
1069,3.6,1.95,1.02,0.66,0
1070,3.6,1.95,1.02,0.66,0
1071,3.6,1.95,1.02,0.66,0
1072,3.6,1.95,1.02,0.66,0
1073,3.6,1.95,1.02,0.66,0
1074,3.6,1.95,1.02,0.66,0
1075,3.6,1.95,1.02,0.66,0
1076,3.6,1.95,1.02,0.66,0
1077,3.6,1.95,1.02,0.66,0
1078,3.6,1.95,1.02,0.66,0
1079,3.6,1.95,1.02,0.66,0
1080,3.6,1.95,1.02,0.66,0
1081,3.6,1.95,1.02,0.66,0
1082,3.6,1.95,1.02,0.66,0
1083,3.6,1.95,1.02,0.66,0
1084,3.6,1.95,1.02,0.66,0
1085,3.6,1.95,1.02,0.66,0
1086,3.6,1.95,1.02,0.66,0
1087,3.6,1.95,1.02,0.66,0
1088,3.6,1.95,1.02,0.66,0
1089,3.6,1.95,1.02,0.66,0
1090,3.6,1.95,1.02,0.66,0
1091,3.6,1.95,1.02,0.66,0
1092,3.6,1.95,1.02,0.66,0
1093,3.6,1.95,1.02,0.66,0
1094,3.6,1.95,1.02,0.66,0
1095,3.6,1.95,1.02,0.66,0
1096,3.6,1.95,1.02,0.66,0
1097,3.6,1.95,1.02,0.66,0
1098,3.6,1.95,1.02,0.66,0
1099,3.6,1.95,1.02,0.66,0
1100,3.6,1.95,1.02,0.66,0
1101,3.6,1.95,1.02,0.66,0
1102,3.6,1.95,1.02,0.66,0
1103,3.6,1.95,1.02,0.66,0
1104,3.6,1.95,1.02,0.66,0
1105,3.6,1.95,1.02,0.66,0
1106,3.6,1.95,1.02,0.66,0
1107,3.6,1.95,1.02,0.66,0
1108,3.6,1.95,1.02,0.66,0
1109,3.6,1.95,1.02,0.66,0
1110,3.6,1.95,1.02,0.66,0
1111,3.6,1.95,1.02,0.66,0
1112,3.6,1.95,1.02,0.66,0
1113,3.6,1.95,1.02,0.66,0
1114,3.6,1.95,1.02,0.66,0
1115,3.6,1.95,1.02,0.66,0
1116,3.6,1.95,1.02,0.66,0
1117,3.6,1.95,1.02,0.66,0
1118,3.6,1.95,1.02,0.66,0
1119,3.6,1.95,1.02,0.66,0
1120,3.6,1.95,1.02,0.66,0
1121,3.6,1.95,1.02,0.66,0
1122,3.6,1.95,1.02,0.66,0
1123,3.6,1.95,1.02,0.66,0
1124,3.6,1.95,1.02,0.66,0
1125,3.6,1.95,1.02,0.66,0
1126,3.6,1.95,1.02,0.66,0
1127,3.6,1.95,1.02,0.66,0
1128,3.6,1.95,1.02,0.66,0
1129,3.6,1.95,1.02,0.66,0
1130,3.6,1.95,1.02,0.66,0
1131,3.6,1.95,1.02,0.66,0
1132,3.6,1.95,1.02,0.66,0
1133,3.6,1.95,1.02,0.66,0
1134,3.6,1.95,1.02,0.66,0
1135,3.6,1.95,1.02,0.66,0
1136,3.6,1.95,1.02,0.66,0
1137,3.6,1.95,1.02,0.66,0
1138,3.6,1.95,1.02,0.66,0
1139,3.6,1.95,1.02,0.66,0
1140,3.6,1.95,1.02,0.66,0
1141,3.6,1.95,1.02,0.66,0
1142,3.6,1.95,1.02,0.66,0
1143,3.6,1.95,1.02,0.66,0
1144,3.6,1.95,1.02,0.66,0
1145,3.6,1.95,1.02,0.66,0
1146,3.6,1.95,1.02,0.66,0
1147,3.6,1.95,1.02,0.66,0
1148,3.6,1.95,1.02,0.66,0
1149,3.6,1.95,1.02,0.66,0
1150,3.6,1.95,1.02,0.66,0
1151,3.6,1.95,1.02,0.66,0
1152,3.6,1.95,1.02,0.66,0
1153,3.6,1.95,1.02,0.66,0
1154,3.6,1.95,1.02,0.66,0
1155,3.6,1.95,1.02,0.66,0
1156,3.6,1.95,1.02,0.66,0
1157,3.6,1.95,1.02,0.66,0
1158,3.6,1.95,1.02,0.66,0
1159,3.6,1.95,1.02,0.66,0
1160,3.6,1.95,1.02,0.66,0
1161,3.6,1.95,1.02,0.66,0
1162,3.6,1.95,1.02,0.66,0
1163,3.6,1.95,1.02,0.66,0
1164,3.6,1.95,1.02,0.66,0
1165,3.6,1.95,1.02,0.66,0
1166,3.6,1.95,1.02,0.66,0
1167,3.6,1.95,1.02,0.66,0
1168,3.6,1.95,1.02,0.66,0
1169,3.6,1.95,1.02,0.66,0
1170,3.6,1.95,1.02,0.66,0
1171,3.6,1.95,1.02,0.66,0
1172,3.6,1.95,1.02,0.66,0
1173,3.6,1.95,1.02,0.66,0
1174,3.6,1.95,1.02,0.66,0
1175,3.6,1.95,1.02,0.66,0
1176,3.6,1.95,1.02,0.66,0
1177,3.6,1.95,1.02,0.66,0
1178,3.6,1.95,1.02,0.66,0
1179,3.6,1.95,1.02,0.66,0
1180,3.6,1.95,1.02,0.66,0
1181,3.6,1.95,1.02,0.66,0
1182,3.6,1.95,1.02,0.66,0
1183,3.6,1.95,1.02,0.66,0
1184,3.6,1.95,1.02,0.66,0
1185,3.6,1.95,1.02,0.66,0
1186,3.6,1.95,1.02,0.66,0
1187,3.6,1.95,1.02,0.66,0
1188,3.6,1.95,1.02,0.66,0
1189,3.6,1.95,1.02,0.66,0
1190,3.6,1.95,1.02,0.66,0
1191,3.6,1.95,1.02,0.66,0
1192,3.6,1.95,1.02,0.66,0
1193,3.6,1.95,1.02,0.66,0
1194,3.6,1.95,1.02,0.66,0
1195,3.6,1.95,1.02,0.66,0
1196,3.6,1.95,1.02,0.66,0
1197,3.6,1.95,1.02,0.66,0
1198,3.6,1.95,1.02,0.66,0
1199,3.6,1.95,1.02,0.66,0
1200,3.6,1.95,1.02,0.66,0
1201,3.6,1.95,1.02,0.66,0
1202,3.6,1.95,1.02,0.66,0
1203,3.6,1.95,1.02,0.66,0
1204,3.6,1.95,1.02,0.66,0
1205,3.6,1.95,1.02,0.66,0
1206,3.6,1.95,1.02,0.66,0
1207,3.6,1.95,1.02,0.66,0
1208,3.6,1.95,1.02,0.66,0
1209,3.6,1.95,1.02,0.66,0
1210,3.6,1.95,1.02,0.66,0
1211,3.6,1.95,1.02,0.66,0
1212,3.6,1.95,1.02,0.66,0
1213,3.6,1.95,1.02,0.66,0
1214,3.6,1.95,1.02,0.66,0
1215,3.6,1.95,1.02,0.66,0
1216,3.6,1.95,1.02,0.66,0
1217,3.6,1.95,1.02,0.66,0
1218,3.6,1.95,1.02,0.66,0
1219,3.6,1.95,1.02,0.66,0
1220,3.6,1.95,1.02,0.66,0
1221,3.6,1.95,1.02,0.66,0
1222,3.6,1.95,1.02,0.66,0
1223,3.6,1.95,1.02,0.66,0
1224,3.6,1.95,1.02,0.66,0
1225,3.6,1.95,1.02,0.66,0
1226,3.6,1.95,1.02,0.66,0
1227,3.6,1.95,1.02,0.66,0
1228,3.6,1.95,1.02,0.66,0
1229,3.6,1.95,1.02,0.66,0
1230,3.6,1.95,1.02,0.66,0
1231,3.6,1.95,1.02,0.66,0
1232,3.6,1.95,1.02,0.66,0
1233,3.6,1.95,1.02,0.66,0
1234,3.6,1.95,1.02,0.66,0
1235,3.6,1.95,1.02,0.66,0
1236,3.6,1.95,1.02,0.66,0
1237,3.6,1.95,1.02,0.66,0
1238,3.6,1.95,1.02,0.66,0
1239,3.6,1.95,1.02,0.66,0
1240,3.6,1.95,1.02,0.66,0
1241,3.6,1.95,1.02,0.66,0
1242,3.6,1.95,1.02,0.66,0
1243,3.6,1.95,1.02,0.66,0
1244,3.6,1.95,1.02,0.66,0
1245,3.6,1.95,1.02,0.66,0
1246,3.6,1.95,1.02,0.66,0
1247,3.6,1.95,1.02,0.66,0
1248,3.6,1.95,1.02,0.66,0
1249,3.6,1.95,1.02,0.66,0
1250,3.6,1.95,1.02,0.66,0
1251,3.6,1.95,1.02,0.66,0
1252,3.6,1.95,1.02,0.66,0
1253,3.6,1.95,1.02,0.66,0
1254,3.6,1.95,1.02,0.66,0
1255,3.6,1.95,1.02,0.66,0
1256,3.6,1.95,1.02,0.66,0
1257,3.6,1.95,1.02,0.66,0
1258,3.6,1.95,1.02,0.66,0
1259,3.6,1.95,1.02,0.66,0
1260,3.6,1.95,1.02,0.66,0
1261,3.6,1.95,1.02,0.66,0
1262,3.6,1.95,1.02,0.66,0
1263,3.6,1.95,1.02,0.66,0
1264,3.6,1.95,1.02,0.66,0
1265,3.6,1.95,1.02,0.66,0
1266,3.6,1.95,1.02,0.66,0
1267,3.6,1.95,1.02,0.66,0
1268,3.6,1.95,1.02,0.66,0
1269,3.6,1.95,1.02,0.66,0
1270,3.6,1.95,1.02,0.66,0
1271,3.6,1.95,1.02,0.66,0
1272,3.6,1.95,1.02,0.66,0
1273,3.6,1.95,1.02,0.66,0
1274,3.6,1.95,1.02,0.66,0
1275,3.6,1.95,1.02,0.66,0
1276,3.6,1.95,1.02,0.66,0
1277,3.6,1.95,1.02,0.66,0
1278,3.6,1.95,1.02,0.66,0
1279,3.6,1.95,1.02,0.66,0
1280,3.6,1.95,1.02,0.66,0
1281,3.6,1.95,1.02,0.66,0
1282,3.6,1.95,1.02,0.66,0
1283,3.6,1.95,1.02,0.66,0
1284,3.6,1.95,1.02,0.66,0
1285,3.6,1.95,1.02,0.66,0
1286,3.6,1.95,1.02,0.66,0
1287,3.6,1.95,1.02,0.66,0
1288,3.6,1.95,1.02,0.66,0
1289,3.6,1.95,1.02,0.66,0
1290,3.6,1.95,1.02,0.66,0
1291,3.6,1.95,1.02,0.66,0
1292,3.6,1.95,1.02,0.66,0
1293,3.6,1.95,1.02,0.66,0
1294,3.6,1.95,1.02,0.66,0
1295,3.6,1.95,1.02,0.66,0
1296,3.6,1.95,1.02,0.66,0
1297,3.6,1.95,1.02,0.66,0
1298,3.6,1.95,1.02,0.66,0
1299,3.6,1.95,1.02,0.66,0
1300,3.6,1.95,1.02,0.66,0
1301,3.6,1.95,1.02,0.66,0
1302,3.6,1.95,1.02,0.66,0
1303,3.6,1.95,1.02,0.66,0
1304,3.6,1.95,1.02,0.66,0
1305,3.6,1.95,1.02,0.66,0
1306,3.6,1.95,1.02,0.66,0
1307,3.6,1.95,1.02,0.66,0
1308,3.6,1.95,1.02,0.66,0
1309,3.6,1.95,1.02,0.66,0
1310,3.6,1.95,1.02,0.66,0
1311,3.6,1.95,1.02,0.66,0
1312,3.6,1.95,1.02,0.66,0
1313,3.6,1.95,1.02,0.66,0
1314,3.6,1.95,1.02,0.66,0
1315,3.6,1.95,1.02,0.66,0
1316,3.6,1.95,1.02,0.66,0
1317,3.6,1.95,1.02,0.66,0
1318,3.6,1.95,1.02,0.66,0
1319,3.6,1.95,1.02,0.66,0
1320,3.6,1.95,1.02,0.66,0
1321,3.6,1.95,1.02,0.66,0
1322,3.6,1.95,1.02,0.66,0
1323,3.6,1.95,1.02,0.66,0
1324,3.6,1.95,1.02,0.66,0
1325,3.6,1.95,1.02,0.66,0
1326,3.6,1.95,1.02,0.66,0
1327,3.6,1.95,1.02,0.66,0
1328,3.6,1.95,1.02,0.66,0
1329,3.6,1.95,1.02,0.66,0
1330,3.6,1.95,1.02,0.66,0
1331,3.6,1.95,1.02,0.66,0
1332,3.6,1.95,1.02,0.66,0
1333,3.6,1.95,1.02,0.66,0
1334,3.6,1.95,1.02,0.66,0
1335,3.6,1.95,1.02,0.66,0
1336,3.6,1.95,1.02,0.66,0
1337,3.6,1.95,1.02,0.66,0
1338,3.6,1.95,1.02,0.66,0
1339,3.6,1.95,1.02,0.66,0
1340,3.6,1.95,1.02,0.66,0
1341,3.6,1.95,1.02,0.66,0
1342,3.6,1.95,1.02,0.66,0
1343,3.6,1.95,1.02,0.66,0
1344,3.6,1.95,1.02,0.66,0
1345,3.6,1.95,1.02,0.66,0
1346,3.6,1.95,1.02,0.66,0
1347,3.6,1.95,1.02,0.66,0
1348,3.6,1.95,1.02,0.66,0
1349,3.6,1.95,1.02,0.66,0
1350,3.6,1.95,1.02,0.66,0
1351,3.6,1.95,1.02,0.66,0
1352,3.6,1.95,1.02,0.66,0
1353,3.6,1.95,1.02,0.66,0
1354,3.6,1.95,1.02,0.66,0
1355,3.6,1.95,1.02,0.66,0
1356,3.6,1.95,1.02,0.66,0
1357,3.6,1.95,1.02,0.66,0
1358,3.6,1.95,1.02,0.66,0
1359,3.6,1.95,1.02,0.66,0
1360,3.6,1.95,1.02,0.66,0
1361,3.6,1.95,1.02,0.66,0
1362,3.6,1.95,1.02,0.66,0
1363,3.6,1.95,1.02,0.66,0
1364,3.6,1.95,1.02,0.66,0
1365,3.6,1.95,1.02,0.66,0
1366,3.6,1.95,1.02,0.66,0
1367,3.6,1.95,1.02,0.66,0
1368,3.6,1.95,1.02,0.66,0
1369,3.6,1.95,1.02,0.66,0
1370,3.6,1.95,1.02,0.66,0
1371,3.6,1.95,1.02,0.66,0
1372,3.6,1.95,1.02,0.66,0
