Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000,1,1,1,11,168,336.92307692307696,1,53508.01992
,,,,,,1179.2307692307693,2,53709.83034
,,,,,,673.8461538461539,3,54346.8636
,,,,,,673.8461538461539,4,55077.54946
,,,,,,673.8461538461539,5,56132.41392
,,,,,,168.46153846153848,6,57106.23213
,,,,,,2863.846153846154,7,57402.53524
,,,,,,1010.7692307692308,8,57496.16029
,,,,,,168.46153846153848,9,56644.20868
,,,,,,842.3076923076924,10,55596.89148
,,,,,,168.46153846153848,11,54006.08452
,,,,,,,12,52309.12875
,,,,,,,13,51112.27093
,,,,,,,14,50437.75856
,,,,,,,15,50783.78623
,,,,,,,16,53785.87896
,,,,,,,17,57104.43029
,,,,,,,18,58287.91041
,,,,,,,19,58720.24794
,,,,,,,20,58780.7925
,,,,,,,21,58000.48226
,,,,,,,22,57144.01667
,,,,,,,23,56453.25342
,,,,,,,24,56186.72741
,,,,,,,25,56423.00256
,,,,,,,26,57085.33805
,,,,,,,27,57857.69092
,,,,,,,28,59168.37804
,,,,,,,29,61356.57538
,,,,,,,30,63526.82439
,,,,,,,31,63991.10569
,,,,,,,32,62542.80405
,,,,,,,33,60542.18656
,,,,,,,34,58316.42349
,,,,,,,35,56104.82692
,,,,,,,36,54351.63397
,,,,,,,37,52841.73988
,,,,,,,38,51828.44163
,,,,,,,39,52144.23002
,,,,,,,40,54411.69891
,,,,,,,41,57698.16311
,,,,,,,42,58695.69843
,,,,,,,43,58965.58878
,,,,,,,44,58495.38343
,,,,,,,45,57020.09549
,,,,,,,46,55209.38141
,,,,,,,47,53971.68759
,,,,,,,48,53409.69741
,,,,,,,49,53024.25548
,,,,,,,50,53029.28403
,,,,,,,51,53220.37778
,,,,,,,52,54296.33192
,,,,,,,53,56402.00175
,,,,,,,54,58035.04652
,,,,,,,55,57967.01891
,,,,,,,56,56696.12863
,,,,,,,57,54949.57325
,,,,,,,58,52963.47175
,,,,,,,59,51146.07733
,,,,,,,60,49438.5426
,,,,,,,61,48027.00197
,,,,,,,62,47202.80917
,,,,,,,63,47547.38273
,,,,,,,64,49851.50125
,,,,,,,65,53059.58914
,,,,,,,66,54062.83935
,,,,,,,67,54231.98228
,,,,,,,68,53581.27715
,,,,,,,69,52172.39343
,,,,,,,70,50602.46207
,,,,,,,71,49607.65983
,,,,,,,72,49184.58672
,,,,,,,73,49333.56123
,,,,,,,74,49844.95205
,,,,,,,75,50762.0637
,,,,,,,76,52546.14798
,,,,,,,77,55504.81864
,,,,,,,78,58095.20593
,,,,,,,79,58550.96091
,,,,,,,80,57886.80578
,,,,,,,81,56366.18829
,,,,,,,82,54856.1724
,,,,,,,83,53222.65673
,,,,,,,84,51746.06467
,,,,,,,85,50745.02265
,,,,,,,86,49958.38826
,,,,,,,87,50292.85462
,,,,,,,88,52605.1555
,,,,,,,89,55761.04579
,,,,,,,90,56916.52904
,,,,,,,91,57130.0048
,,,,,,,92,56663.39357
,,,,,,,93,55532.11749
,,,,,,,94,54104.18164
,,,,,,,95,53047.57322
,,,,,,,96,52548.68384
,,,,,,,97,52354.23053
,,,,,,,98,52528.65099
,,,,,,,99,53058.50911
,,,,,,,100,54012.46146
,,,,,,,101,55925.41363
,,,,,,,102,57814.52823
,,,,,,,103,57976.84349
,,,,,,,104,56774.28019
,,,,,,,105,54893.86637
,,,,,,,106,52961.77229
,,,,,,,107,51042.74994
,,,,,,,108,49456.80786
,,,,,,,109,48211.403
,,,,,,,110,47469.66733
,,,,,,,111,47446.61599
,,,,,,,112,49284.03097
,,,,,,,113,51584.70378
,,,,,,,114,52350.51137
,,,,,,,115,52705.25329
,,,,,,,116,52725.71122
,,,,,,,117,52120.16786
,,,,,,,118,51284.05182
,,,,,,,119,50282.06142
,,,,,,,120,50031.76642
,,,,,,,121,50213.13304
,,,,,,,122,50783.19383
,,,,,,,123,51541.29887
,,,,,,,124,52579.90005
,,,,,,,125,53901.89218
,,,,,,,126,55282.90601
,,,,,,,127,56011.30681
,,,,,,,128,55017.51199
,,,,,,,129,53012.64743
,,,,,,,130,50689.72604
,,,,,,,131,48363.00105
,,,,,,,132,46469.60048
,,,,,,,133,45267.28912
,,,,,,,134,44383.56837
,,,,,,,135,44641.47966
,,,,,,,136,46823.75881
,,,,,,,137,49854.20265
,,,,,,,138,50860.7237
,,,,,,,139,51276.90833
,,,,,,,140,51344.01723
,,,,,,,141,50831.29051
,,,,,,,142,49890.08088
,,,,,,,143,48887.13604
,,,,,,,144,48683.75468
,,,,,,,145,48308.22088
,,,,,,,146,48259.85427
,,,,,,,147,48322.1091
,,,,,,,148,48579.98918
,,,,,,,149,49047.91843
,,,,,,,150,49960.47554
,,,,,,,151,50399.5065
,,,,,,,152,49849.03018
,,,,,,,153,48151.88719
,,,,,,,154,46183.48694
,,,,,,,155,44604.80327
,,,,,,,156,43384.79075
,,,,,,,157,42580.74054
,,,,,,,158,42243.57672
,,,,,,,159,42457.9921
,,,,,,,160,44108.12929
,,,,,,,161,46002.91244
,,,,,,,162,46416.77927
,,,,,,,163,46055.41322
,,,,,,,164,45136.78253
,,,,,,,165,43582.15365
,,,,,,,166,41989.09325
,,,,,,,167,40908.43776
,,,,,,,168,40593.87001
,,,,,,,169,40857.07665
,,,,,,,170,41283.16391
,,,,,,,171,42134.06287
,,,,,,,172,44304.24398
,,,,,,,173,47795.68093
,,,,,,,174,50743.64391
,,,,,,,175,50698.01666
,,,,,,,176,50212.54969
,,,,,,,177,49395.76638
,,,,,,,178,48333.56275
,,,,,,,179,46991.54013
,,,,,,,180,45840.72753
,,,,,,,181,44861.45912
,,,,,,,182,44040.57742
,,,,,,,183,43946.09155
,,,,,,,184,44651.31302
,,,,,,,185,46995.44144
,,,,,,,186,48417.11908
,,,,,,,187,48378.65552
,,,,,,,188,47454.21625
,,,,,,,189,45825.62084
,,,,,,,190,43837.57584
,,,,,,,191,42326.56214
,,,,,,,192,41396.85946
,,,,,,,193,41073.07601
,,,,,,,194,40933.98148
,,,,,,,195,41283.23475
,,,,,,,196,42643.60911
,,,,,,,197,45714.66866
,,,,,,,198,47748.30766
,,,,,,,199,47405.94608
,,,,,,,200,46409.36626
,,,,,,,201,45119.59753
,,,,,,,202,43806.63564
,,,,,,,203,42374.29907
,,,,,,,204,41192.87251
,,,,,,,205,40293.253
,,,,,,,206,39384.31343
,,,,,,,207,39259.91827
,,,,,,,208,39806.75653
,,,,,,,209,41583.84183
,,,,,,,210,42589.79808
,,,,,,,211,42449.25561
,,,,,,,212,41798.79403
,,,,,,,213,39989.05258
,,,,,,,214,38031.39614
,,,,,,,215,36167.70768
,,,,,,,216,35522.57771
,,,,,,,217,34685.37374
,,,,,,,218,34414.51153
,,,,,,,219,34733.48494
,,,,,,,220,35903.76878
,,,,,,,221,38449.73069
