Time,Weight
1,1.002747252747253
2,1.002747252747253
3,1.002747252747253
4,1.002747252747253
5,1.002747252747253
6,1.002747252747253
7,1.002747252747253
8,1.002747252747253
9,1.002747252747253
10,1.002747252747253
11,1.002747252747253
12,1.002747252747253
13,1.002747252747253
14,1.002747252747253
15,1.002747252747253
16,1.002747252747253
17,1.002747252747253
18,1.002747252747253
19,1.002747252747253
20,1.002747252747253
21,1.002747252747253
22,1.002747252747253
23,1.002747252747253
24,1.002747252747253
25,1.002747252747253
26,1.002747252747253
27,1.002747252747253
28,1.002747252747253
29,1.002747252747253
30,1.002747252747253
31,1.002747252747253
32,1.002747252747253
33,1.002747252747253
34,1.002747252747253
35,1.002747252747253
36,1.002747252747253
37,1.002747252747253
38,1.002747252747253
39,1.002747252747253
40,1.002747252747253
41,1.002747252747253
42,1.002747252747253
43,1.002747252747253
44,1.002747252747253
45,1.002747252747253
46,1.002747252747253
47,1.002747252747253
48,1.002747252747253
49,1.002747252747253
50,1.002747252747253
51,1.002747252747253
52,1.002747252747253
53,1.002747252747253
54,1.002747252747253
55,1.002747252747253
56,1.002747252747253
57,1.002747252747253
58,1.002747252747253
59,1.002747252747253
60,1.002747252747253
61,1.002747252747253
62,1.002747252747253
63,1.002747252747253
64,1.002747252747253
65,1.002747252747253
66,1.002747252747253
67,1.002747252747253
68,1.002747252747253
69,1.002747252747253
70,1.002747252747253
71,1.002747252747253
72,1.002747252747253
73,1.002747252747253
74,1.002747252747253
75,1.002747252747253
76,1.002747252747253
77,1.002747252747253
78,1.002747252747253
79,1.002747252747253
80,1.002747252747253
81,1.002747252747253
82,1.002747252747253
83,1.002747252747253
84,1.002747252747253
85,1.002747252747253
86,1.002747252747253
87,1.002747252747253
88,1.002747252747253
89,1.002747252747253
90,1.002747252747253
91,1.002747252747253
92,1.002747252747253
93,1.002747252747253
94,1.002747252747253
95,1.002747252747253
96,1.002747252747253
97,1.002747252747253
98,1.002747252747253
99,1.002747252747253
100,1.002747252747253
101,1.002747252747253
102,1.002747252747253
103,1.002747252747253
104,1.002747252747253
105,1.002747252747253
106,1.002747252747253
107,1.002747252747253
108,1.002747252747253
109,1.002747252747253
110,1.002747252747253
111,1.002747252747253
112,1.002747252747253
113,1.002747252747253
114,1.002747252747253
115,1.002747252747253
116,1.002747252747253
117,1.002747252747253
118,1.002747252747253
119,1.002747252747253
120,1.002747252747253
121,1.002747252747253
122,1.002747252747253
123,1.002747252747253
124,1.002747252747253
125,1.002747252747253
126,1.002747252747253
127,1.002747252747253
128,1.002747252747253
129,1.002747252747253
130,1.002747252747253
131,1.002747252747253
132,1.002747252747253
133,1.002747252747253
134,1.002747252747253
135,1.002747252747253
136,1.002747252747253
137,1.002747252747253
138,1.002747252747253
139,1.002747252747253
140,1.002747252747253
141,1.002747252747253
142,1.002747252747253
143,1.002747252747253
144,1.002747252747253
145,1.002747252747253
146,1.002747252747253
147,1.002747252747253
148,1.002747252747253
149,1.002747252747253
150,1.002747252747253
151,1.002747252747253
152,1.002747252747253
153,1.002747252747253
154,1.002747252747253
155,1.002747252747253
156,1.002747252747253
157,1.002747252747253
158,1.002747252747253
159,1.002747252747253
160,1.002747252747253
161,1.002747252747253
162,1.002747252747253
163,1.002747252747253
164,1.002747252747253
165,1.002747252747253
166,1.002747252747253
167,1.002747252747253
168,1.002747252747253
169,7.019230769230769
170,7.019230769230769
171,7.019230769230769
172,7.019230769230769
173,7.019230769230769
174,7.019230769230769
175,7.019230769230769
176,7.019230769230769
177,7.019230769230769
178,7.019230769230769
179,7.019230769230769
180,7.019230769230769
181,7.019230769230769
182,7.019230769230769
183,7.019230769230769
184,7.019230769230769
185,7.019230769230769
186,7.019230769230769
187,7.019230769230769
188,7.019230769230769
189,7.019230769230769
190,7.019230769230769
191,7.019230769230769
192,7.019230769230769
