Zone,1,2,3
t1,0.1012382022575774,0.10000000000000002,0.10324766927394853
t2,0.1012382022575774,0.10000000000000002,0.10324766927394853
t3,0.1012382022575774,0.10000000000000002,0.10324766927394853
t4,0.1012382022575774,0.10000000000000002,0.10324766927394853
t5,0.1012382022575774,0.10000000000000002,0.10324766927394853
t6,0.1012382022575774,0.10000000000000002,0.10324766927394853
t7,0.1012382022575774,0.10000000000000002,0.10324766927394853
t8,0.1012382022575774,0.10000000000000002,0.10324766927394853
t9,0.1012382022575774,0.10000000000000002,0.10324766927394853
t10,0.1012382022575774,0.10000000000000002,0.10324766927394853
t11,0.1012382022575774,0.10000000000000002,0.10324766927394853
t12,0.1012382022575774,0.10000000000000002,0.10324766927394853
t13,0.1012382022575774,0.10000000000000002,0.10324766927394853
t14,0.1012382022575774,0.10000000000000002,0.10324766927394853
t15,0.1012382022575774,0.10000000000000002,0.10324766927394853
t16,0.1012382022575774,0.10000000000000002,0.10324766927394853
t17,0.44046295302012317,0.10000000000000002,0.4492056584049486
t18,0.44046295302012317,0.10000000000000002,0.4492056584049486
t19,0.44046295302012317,0.10000000000000002,0.4492056584049486
t20,0.44046295302012317,0.10000000000000002,0.4492056584049486
t21,0.44046295302012317,0.10000000000000002,0.4492056584049486
t22,0.1012382022575774,0.10000000000000002,0.10324766927394853
t23,0.1012382022575774,0.10000000000000002,0.10324766927394853
t24,0.1012382022575774,0.10000000000000002,0.10324766927394853
t25,0.1012382022575774,0.10000000000000002,0.10324766927394853
t26,0.1012382022575774,0.10000000000000002,0.10324766927394853
t27,0.1012382022575774,0.10000000000000002,0.10324766927394853
t28,0.1012382022575774,0.10000000000000002,0.10324766927394853
t29,0.1012382022575774,0.10000000000000002,0.10324766927394853
t30,0.1012382022575774,0.10000000000000002,0.10324766927394853
t31,0.1012382022575774,0.10000000000000002,0.10324766927394853
t32,51.66400863979685,0.10000000000000002,52.689482413334
t33,51.66400863979694,0.10000000000000002,52.689482413334
t34,51.66400863979694,0.10000000000000002,52.689482413334
t35,51.66400863979694,0.10000000000000002,52.689482413334
t36,51.66400863979694,0.10000000000000002,52.689482413334
t37,51.66400863979694,0.10000000000000002,52.689482413334
t38,51.66400863979694,0.10000000000000002,52.689482413334
t39,43.456847271545485,0.10000000000000002,44.3194179146459
t40,43.456847271545485,0.10000000000000002,44.3194179146459
t41,51.66400863979694,0.10000000000000002,52.689482413334
t42,51.66400863979694,0.10000000000000002,52.689482413334
t43,51.66400863979694,0.10000000000000002,52.689482413334
t44,51.66400863979694,0.10000000000000002,52.689482413334
t45,51.66400863979694,0.10000000000000002,52.689482413334
t46,0.1012382022575774,0.10000000000000002,0.10324766927394853
t47,0.1012382022575774,0.10000000000000002,0.10324766927394853
t48,0.1012382022575774,0.10000000000000002,0.10324766927394853
t49,0.1012382022575774,0.10000000000000002,0.10324766927394853
t50,0.1012382022575774,0.10000000000000002,0.10324766927394853
t51,0.1012382022575774,0.10000000000000002,0.10324766927394853
t52,0.1012382022575774,0.10000000000000002,0.10324766927394853
t53,0.1012382022575774,0.10000000000000002,0.10324766927394853
t54,0.1012382022575774,0.10000000000000002,0.10324766927394853
t55,0.1012382022575774,0.10000000000000002,0.10324766927394853
t56,0.1012382022575774,0.10000000000000002,0.10324766927394853
t57,0.1012382022575774,0.10000000000000002,0.10324766927394853
t58,0.1012382022575774,0.10000000000000002,0.10324766927394853
t59,0.1012382022575774,0.10000000000000002,0.10324766927394853
t60,0.1012382022575774,0.10000000000000002,0.10324766927394853
t61,0.1012382022575774,0.10000000000000002,0.10324766927394853
t62,0.1012382022575774,0.10000000000000002,0.10324766927394853
t63,0.1012382022575774,0.10000000000000002,0.10324766927394853
t64,0.1012382022575774,0.10000000000000002,0.10324766927394853
t65,0.1012382022575774,0.10000000000000002,0.10324766927394853
t66,0.44046295302012317,0.10000000000000002,0.4492056584049486
t67,0.44046295302012317,0.10000000000000002,0.4492056584049486
t68,0.44046295302012317,0.10000000000000002,0.4492056584049486
t69,0.44046295302012317,0.10000000000000002,0.4492056584049486
t70,0.1012382022575774,0.10000000000000002,0.10324766927394853
t71,0.1012382022575774,0.10000000000000002,0.10324766927394853
t72,0.1012382022575774,0.10000000000000002,0.10324766927394853
t73,0.1012382022575774,0.10000000000000002,0.10324766927394853
t74,0.1012382022575774,0.10000000000000002,0.10324766927394853
t75,0.1012382022575774,0.10000000000000002,0.10324766927394853
t76,0.1012382022575774,0.10000000000000002,0.10324766927394853
t77,0.1012382022575774,0.10000000000000002,0.10324766927394853
t78,0.1012382022575774,0.10000000000000002,0.10324766927394853
t79,0.1012382022575774,0.10000000000000002,0.10324766927394853
t80,0.1012382022575774,0.10000000000000002,0.10324766927394853
t81,0.1012382022575774,0.10000000000000002,0.10324766927394853
t82,0.1012382022575774,0.10000000000000002,0.10324766927394853
t83,0.1012382022575774,0.10000000000000002,0.10324766927394853
t84,0.1012382022575774,0.10000000000000002,0.10324766927394853
t85,0.1012382022575774,0.10000000000000002,0.10324766927394853
t86,0.1012382022575774,0.10000000000000002,0.10324766927394853
t87,0.1012382022575774,0.10000000000000002,0.10324766927394853
t88,0.1012382022575774,0.10000000000000002,0.10324766927394853
t89,0.44046295302012317,0.10000000000000002,0.4492056584049486
t90,0.44046295302012317,0.10000000000000002,0.4492056584049486
t91,0.44046295302012317,0.10000000000000002,0.4492056584049486
t92,0.44046295302012317,0.10000000000000002,0.4492056584049486
t93,0.44046295302012317,0.10000000000000002,0.4492056584049486
t94,0.1012382022575774,0.10000000000000002,0.10324766927394853
t95,0.1012382022575774,0.10000000000000002,0.10324766927394853
t96,0.1012382022575774,0.10000000000000002,0.10324766927394853
t97,0.1012382022575774,0.10000000000000002,0.10324766927394853
t98,0.1012382022575774,0.10000000000000002,0.10324766927394853
t99,0.1012382022575774,0.10000000000000002,0.10324766927394853
t100,0.1012382022575774,0.10000000000000002,0.10324766927394853
t101,0.1012382022575774,0.10000000000000002,0.10324766927394853
t102,0.1012382022575774,0.10000000000000002,0.10324766927394853
t103,0.1012382022575774,0.10000000000000002,0.10324766927394853
t104,0.1012382022575774,0.10000000000000002,0.10324766927394853
t105,0.44046295302012317,0.10000000000000002,0.4492056584049486
t106,0.44046295302012317,0.10000000000000002,0.4492056584049486
t107,0.1012382022575774,0.10000000000000002,0.10324766927394853
t108,0.1012382022575774,0.10000000000000002,0.10324766927394853
t109,0.1012382022575774,0.10000000000000002,0.10324766927394853
t110,0.1012382022575774,0.10000000000000002,0.10324766927394853
t111,0.1012382022575774,0.10000000000000002,0.10324766927394853
t112,0.1012382022575774,0.10000000000000002,0.10324766927394853
t113,0.44046295302012317,0.10000000000000002,0.4492056584049486
t114,0.44046295302012317,0.10000000000000002,0.4492056584049486
t115,0.44046295302012317,0.10000000000000002,0.4492056584049486
t116,0.44046295302012317,0.10000000000000002,0.4492056584049486
t117,0.44046295302012317,0.10000000000000002,0.4492056584049486
t118,0.1012382022575774,0.10000000000000002,0.10324766927394853
t119,0.1012382022575774,0.10000000000000002,0.10324766927394853
t120,0.1012382022575774,0.10000000000000002,0.10324766927394853
t121,0.1012382022575774,0.10000000000000002,0.10324766927394853
t122,0.1012382022575774,0.10000000000000002,0.10324766927394853
t123,0.1012382022575774,0.10000000000000002,0.10324766927394853
t124,0.1012382022575774,0.10000000000000002,0.10324766927394853
t125,0.1012382022575774,0.10000000000000002,0.10324766927394853
t126,0.1012382022575774,0.10000000000000002,0.10324766927394853
t127,0.1012382022575774,0.10000000000000002,0.10324766927394853
t128,0.1012382022575774,0.10000000000000002,0.10324766927394853
t129,0.44046295302012317,0.10000000000000002,0.4492056584049486
t130,0.44046295302012317,0.10000000000000002,0.4492056584049486
t131,0.44046295302012317,0.10000000000000002,0.4492056584049486
t132,0.44046295302012317,0.10000000000000002,0.4492056584049486
t133,0.44046295302012317,0.10000000000000002,0.4492056584049486
t134,0.44046295302012317,0.10000000000000002,0.4492056584049486
t135,0.44046295302012317,0.10000000000000002,0.4492056584049486
t136,0.1012382022575774,0.10000000000000002,0.10324766927394853
t137,0.44046295302012317,0.10000000000000002,0.4492056584049486
t138,0.44046295302012317,0.10000000000000002,0.4492056584049486
t139,0.44046295302012317,0.10000000000000002,0.4492056584049486
t140,0.44046295302012317,0.10000000000000002,0.4492056584049486
t141,0.1012382022575774,0.10000000000000002,0.10324766927394853
t142,0.1012382022575774,0.10000000000000002,0.10324766927394853
t143,0.1012382022575774,0.10000000000000002,0.10324766927394853
t144,0.1012382022575774,0.10000000000000002,0.10324766927394853
t145,0.1012382022575774,0.10000000000000002,0.10324766927394853
t146,0.1012382022575774,0.10000000000000002,0.10324766927394853
t147,0.1012382022575774,0.10000000000000002,0.10324766927394853
t148,0.1012382022575774,0.10000000000000002,0.10324766927394853
t149,0.1012382022575774,0.10000000000000002,0.10324766927394853
t150,0.1012382022575774,0.10000000000000002,0.10324766927394853
t151,0.1012382022575774,0.10000000000000002,0.10324766927394853
t152,0.1012382022575774,0.10000000000000002,0.10324766927394853
